text,sentiment
"Na prvni pohled se nezmenilo vubec nic, jen misto holcicky ve zlute plastence hrajeme za chlapecka s papirovym pytlikem na hlave. Autori vas bez vetsiho vysvetlovani hodi do hluboke vody a nedaji vam zadne vysvetleni, kdo jste a co tam delate. Necekejte postupne gradujici pribeh, namisto pevne dejove linky je hra spise sledem abstraktnich znepokojivych obrazu. Uz se nemohu dockat, jak jeji udalosti budou ruzni lide interpretovat po svem.",1
"Prijde mi, ze posledni dobou jsou hry odehravajici se beze slov ponekud zbytecnou radoby umeleckou manyrou, ktera ma maskovat, ze jsou vlastne o nicem, ovsem tady to funguje.",1
"Hlavni hrdina je oproti svemu okoli droboucky a podobne jako v Unravel tvori vetsinu prekazek jen obycejne veci, kterych si v beznem zivote ani nevsimnete.",1
"Kazda scena je samostatnou hadankou, pri jejichz reseni vyuzijete jak logicke mysleni, tak i rychly postreh. I kdyz na hru nahlizite z boku, treti rozmer zde neni jen pro efekt. Nektere prekazky musite obehnout, zapomenout nemuzete ani na propracovanou fyziku prostredi.",1
Akcni sceny jsou vylozene infarktove a vyzaduji presne nacasovani.,1
"Na rozdil od prvniho dilu hlavni hrdina neni zcela bezbranny a nepratelum sve velikosti je vice nez dustojnym souperem. Nemusite se bat, ze by se ze hry stala klasicka mlaticka, ovsem par scen, kdy nemusite utikat, ale muzete se nebezpeci postavit tvari v tvar, jsou nesmirne osvezujici.",1
"Neustale se menici tempo je hlavnim duvodem, proc se od hry prakticky neda odtrhnout. Prostorove hadanky jsou naroubovane intenzivnimi akcnimi momenty vyzadujicim presne ovladani. Little Nightmares 2 nejsou vylozene obtiznou hrou, na to ma hrac k dispozici jen prilis omezeny pohybovy repertoar, ovsem nacasovani vsech akci vyzaduje zrucnost.",1
"Nektere pasaze jsou nastaveny tak, ze se daji vyresit jen systemem pokus a omyl, a tak mnohokrat zemrete, s kazdym dalsim pokusem se vsak dostanete zase o neco dal.",1
"Kratce po zacatku hry dostanete k dispozici i druhou postavu, o jejiz ovladani se stara umela inteligence. Diky tomu mohli autori prijit s napaditejsimi hadankami, vyzadujicim pokrocilou formu spoluprace.",1
"Nejlepsi zmenou oproti prvnimu dilu je ovsem zasazeni. Zatimco minule jsme prolezali jakousi lod plnou nechutnych existenci krmicich se lidskym masem, dvojka je v budovani hororove atmosfery daleko sofistikovanejsi. Dokonale naplnuje svuj nazev a zpracovava nejintenzivnejsi detske detske strachy.",1
Diky spolupraci dvou postav jsou hadanky napaditejsi.,1
"Kazda z petice samostatnych urovni ma vlastni tema, mame tu treba skolu s detskymi agresory i slidivou pani ucitelkou nebo nemocnici s krutym doktorem. Navrhy jednotlivych nepratel jsou naprosto famozni a jejich zpracovani vylozene umelecke. Little Nightmares dokazou tradicni hororove propriety zpracovat nesmirne pusobivym zpusobem, na rozdil od rezisera Tima Burtona, s jehoz dilem najdeme spoustu paralel, ale nikdy neprestavaji byt desive.",1
"Ruku v ruce s tim jde famozni zvukove zpracovani, ktere si libuje v tahlych ambientnich plochach, ktere jsou v pripade akce preruseny az fyzicky neprijemnymi hluky.",1
"Po technologicke strance je hra famozni a jedine, co ji chybi k dokonalosti, je chystany next-gen patch, ktery by mel vyhladit dost rozmazane textury. I v rezimu starych konzoli je na hru krasny pohled, a pokud zrovna pred nikym neutikate, muzete se depresivne ztvarnenym okolim vylozene kochat.",1
"Do konce se dostanete za nejakych sest hodin, krome hledani tajnych mistnosti s bonusovymi pokryvkami hlavy toho ve hre po dohrani moc neni. Presto mam tuseni, ze se na rozdil od jednicky k Little Nightmares 2 casem vratim. Takto nadherne vymodelovana nocni mura se jen tak nevidi.",1
"Lonsky Doom Eternal je nejen jednim z nejlepsich hernich pokracovani, ale zaroven jednou z nejpovedenejsich FPS vubec. Je to freneticka rezba s nonstop akci, famoznim zbrojnim arzenalem, skvelou technickou strankou vcetne grafiky a neuveritelne brutalni masakr k tomu.",1
"Prvni DLC Doom Eternal: The Ancient Gods - Part One rozhodne nebylo spatne, ale presto nelze poprit, ze nas trochu zklamalo. Predevsim nevyvazenou obtiznosti, ktera byla mnohdy az nesnesitelna. Pritom ji stacilo lepe vyladit nebo pridat jednu dalsi uroven. Nepotesilo nas ani otravne hopsani, ktere podle nas do teto hry proste nepatri. Doom neni Tomb Raider nebo Prince of Persia. Nyni tu mame druhe DLC Doom Eternal: The Ancient Gods - Part Two (dale jen DETAGPT), ktere se z nekterych chyb poucilo a jine zopakovalo. Jake to jsou?",1
"Obtiznost je vyzva, ne pruda",1
"Obtiznost je nyni mnohem rozumnejsi a vyvazenejsi. Nenechte se ale zmylit - pokud sahnete po narocnosti Hurt Me Plenty (Hodne mi ublizuj), dostanete poradnou vyzvu. Nedivili bychom se, ani kdyby na ni spousta hracu DLC nedohrala. Ale da se to. Je to tezke, ale lze to zvladnout. Jak je videt, lidi z id Software si v tomto smeru vzali prskani hracu k srdci.",1
"Odstranili tedy i otravne hopsani? Ne, ani nahodou. V prvnim svete se ho dockate vic nez kdy predtim. Doomslayer je proste dneska Mario na steroidech, at se vam to libi, nebo ne. Tentokrat na vas cekaji dokonce useky, v nichz musite skocit do neznama, ve vzduchu se zorientovat a najit zachytny bod, vystrelit po nem retezem z dvouhlavnove brokovnice a zhoupnout se dal. Zni vam to jako Doom? Nam ne, ale Doom Eternal a jeho DLC takova jsou.",1
"Co se tyce zbrani, stejne jako v prvni casti starodavnych bohu, i v te druhe jsou vsechny upgradovane na maximum, takze muzete vyuzit jejich veskery palebny potencial. Do rukou se vam dostane i jedna nova specialni. Jde o kladivo Sentinelu. Je to v podstate hodne silny power-up, s nimz zabijete vsechny slabsi protivniky a ty silnejsi omracite.",1
"Kladivo jsme si oblibili a pouzivali ho na pekelne zrudy radi a casto. Svety jsou v DETAGPT tri. The World Spear je fantasy uzemi plne magickych krystalu, v nemz se dokonce proletite na drakovi. Bohuzel jen ve filmove sekvenci. Druhym je Reclaimed Earth, coz je postapokalypticky znicena Zeme, kterou musite vycistit od zbytku pekelne haveti. Posledni je Immora. Jde o mesto nachazejici se v samem srdci pekla. Ze se v nem zapotite, je nad slunce jasne.",1
Bestiar rozsirila vylepsena pekelna monstra,1
"V DETAGPT nechybi ani nova monstra, jenze u jejich designu tvurci trochu zleniveli. Ve vsech pripadech totiz jde o variace na zname potvory. Jde skoro o lenost RPG urovne, kde jsou barevne variace nepratel castym i nudnym jevem.",1
"Demonicky vojak je proste zombie vojak v jinem havu. Proti nepokojum vybaveny vojak je zase jen variaci zombie vojaka se stitem. Rozdilem v techto dvou protivnicich je, ze novacek ma skutecne neznicitelny stit. Vydrzi sprsku kulek i zasahy z jinych zbrani. Pokud ho chcete zlikvidovat, musite ho obehnout. Imp patri k nejikonictejsim protivnikum ze serie Doom. V DETAGPT narazite na jeho kamennou verzi. Ta je podstatne odolnejsi. K tomu dokaze metat utocne kotouly, pzed nimiz budete uskakovat. Existuje pritom jen jeden zpusob, jak kamenneho Impa zabit. Jde o sekundarni mod palby z normalni brokovnice, ktera dokaze Impovu kamennou kuzi prostrelit.",1
"Zivot Doomslayerovi dokazou poradne zneprijemnit i vyskajici zombie. Ty nejsou kdovijak odolne, ale pokud je omylem zasahnete, posili krikem vsechny nepratele kolem vas. A je jedno, zda pujde o dalsi zombie, ,,prasatka Pinky nebo pekelne rytire. Dalsi napul novacek se take jen tak neda. Jde o obrneneho pekelneho barona. Jeho brneni lze zlikvidovat jednim presnym vystrelem. Nejde vsak o nic lehkeho, jelikoz nepostoji a samotna hratelnost Doom Eternal i jeho DLC vas nuti byt neustale v pohybu. Brneni lze proto z obrneneho pekelneho barona sundat i paprskem plasmove pusky. Jakmile je dole, musite do rohate bestie palit, sec vam munice staci. Brneni se totiz na demonickeho protivnika po par chvilkach vrati.",1
Na konci se postavite temnemu lordovi,1
"Mate tedy jenom okamzik na to, abyste ho poslali tam, odkud prisel. Na zaver jsme si nechali zminku o nejzakernejsim neradovi, ktery vam v DETAGPT zkrizi cesty. Jde o prokleteho Prowlera, ktery siri zkazu. Jakmile na vas zautoci, otravi vas jedem. Nasledne vam zacne klesat zdravi a navic nebudete moci pouzivat uskoky, ktere jsou pri hrani klicove. Jedinym zpusobem, jak se kletby zbavit, je vrazit mu jednu poradnou do zubu. Ano, krvavy uder je jedinou moznosti, jak se vylecit z otravy.",1
"Novi nepratele v DETAGPT spatni nejsou, to ne, ale moc nas nepotesili prave kvuli tomu, ze jde jen o jine verze jiz znamych zrud. Vyjimkou je samotny temny lord, ktery zastava roli finalniho bosse. On je kapitolou samou o sobe. Je totiz nejenom vladcem pekla, ale zaroven verzi Doomslayera.",1
"Poradne vam zatopi. Pekelne. Souboj s nim je vazne tezky. Ale dava to smysl. Je to totiz nejenom posledni boss DETAGPT, ale i cele sagy Doom Eternal. I kdyz nam to bude urcite chtit nekdo v diskuzi natrit, tak se vubec nestydime priznat, ze nam jeho porazeni trvalo asi hodinu a pul. Chvilemi jsme byli tak s nervy v... pekle, ze jsme si dokonce museli otevrit pivko.",1
"Temny lord alias Davoth se vam postavi v mechu, ma tri formy a neda vam nic zadarmo. Nejhorsi na nem je, ze se dokaze uzdravovat. Jakmile vas zrani mecem nebo stitem, vrati se mu zivoty, takze souboj muze trvat v podstate nekonecne dlouho. Pokud ale pristoupite na tanecek, ktery s vami vede, nakonec se vam ho podari porazit a budete mit blazeny pocit. Zivotnost hry se pohybuje kolem sedmi hodin, o neco malo mene nez u prvniho DLC.",1
"Cely zaver hry je povedeny. Na obloze se objevi portaly, z nichz priletaji vesmirne lode a giganticky mech UAC mlati demonicke Kaiju. Temer jako Avengers: Endgame v pekle. Trosku nas mrzi, ze jsme nemohli zadny mech sami ovladat. Byla by to pecka.",1
"Co se technicke stranky tyce, nelze DETAGPT nic vycitat. Je na tom stejne jako Doom Eternal i prvni DLC. Grafika je detailni, ostra a hra na Xboxu One X bezi bez zpomaleni v 60 fps pri 4K rozliseni upscalingovanem z 1800p s podporou HDR. Toto je dustojny konec Doom Eternal sagy. Druhe DLC je navic lepsi nez to prvni. I vyvrcholeni pribehu, ktery nas moc nebavil, bylo zajimave. Pokud jste tedy fanousci Dooma, nemeli byste ho minout. My uz jsme zvedavi, co si na nas v id Software vymysli priste a jak bude cela serie pokracovat.",1
"A neni to zadna akademicka nuda. Naopak: autorsky trojlistek sestavil popularizacniho pruvodce, svizne psanou, i kdyz kvalitativne trochu rozkolisanou kolaz vybranych jmen a temat. Vetsinou neznamych jmen a dulezitych temat. Kniha zacina od Adama. Vlastne od Evy. Knezny Libuse, slavne vestkyne a pramati Premyslovcu. Ta je sice spis mytem a legendou znamou pres vypraveni druhych, ale tak to v ceske minulosti s zenami chodilo. Vlastne az do devatenacteho stoleti.",1
"Aby byly zeny v drivejsich stoletich videt a zustala po nich stopa, musely patrit k rodine, ktera byla u moci. Mit sikovneho dedecka, otce, bratra. Treba panovnika, treba vyznacneho vzdelance, idealne z ciziny. Napriklad alchymistu (jako basnirka Westonie, nevlastni dcera Edwarda Kellyho), hvezdare (jako Sophia, sestra Tychona de Brahe) nebo rabina, ktery postavil golema (jako Chava Bacharachova, vnucka rabbiho Lowa).",1
"Zeny-myslitelky byly proste vzdycky ve stinu muze, v zajeti patriarchatu posveceneho katolickou cirkvi. Spolecnost je videla nejradeji s detmi a u plotny. S narodnim obrozenim se vsak situace zacala menit. Jiste i diky osvicenym duchum jako Bolzano, Purkyne, Amerling nebo Naprstek. Ale hlavne vlastnim pricinenim samotnych zen, ktere proste chtely vyzkouset i jinou roli: vzdelani a poznani, sebe i sveta.",1
"Mela-li kdy obec vedecko-fantastickych spisovatelu ve svych radach opravdoveho rebela, boritele starych poradku, hlasiteho mluvku a pritom famozniho spisovatele, byl jim Harlan Ellison.",1
"A soubor jeho vsemoznymi zanrovymi cenami vyznamenanych povidek Vrchol vulkanu je toho padnym dukazem. Ellison byl mistr povidek. Kniha obsahuje jeho klasicke pociny ,,Kaj se, Harlekyne! rekl Tiktator, proslulou desivou vizi Nemam usta a musim kricet, na filmove platno prevedenou dystopii Kluk a jeho pes a dalsi klenoty. Fascinujici po strance obsahove i formalni, viz povidku Na pomezi.",1
"Harlan Ellison psal tak, jak se vyjadroval a jak pusobil: prekotne chrlil vety v preryvanem rytmu, ovsem s dokonalym nacasovanim a vytribenou stylistikou. V te souvislosti je treba vyzdvihnout preklad ctverice Viktor Janis, Jakub Nemecek, Richard Podany a Robert Tschorn.",1
"Musela to byt perna prace, Ellisonovo psani obcas pusobi, jako by ruce nestihaly zaznamenat vse, co se v geniem obdarenem mozku rodilo. A nejde jen o sci-fi, ostatne sam autor se proti tomuto omezujicimu skatulkovani ostre vymezoval a povazoval se proste za spisovatele.",1
"Harlan Ellison proslul take jako scenarista - podilel se na serialu Star Trek, pricemz epizoda Mesto na pokraji vecnosti je povazovana za vrchol toho, co tahle saga nabidla. On sam si ji prilis necenil, producent a autor Star Treku Gene Rodenberry mu ji nechal nekolikrat prepsat, na coz excentricky autor zareagoval tim, ze si na Rodenberryho jednoho dne pockal pred jeho kancelari s katovskou smyckou v ruce.",1
